link,name,company,photo,category,price,dimensions
,Dris bed,Akron Street,https://cdn.sanity.io/images/qajfl69b/production/92185ef169f333e6a40cfcca6e9ab1cad08c108f-2187x2187.jpg,bed,"$1,000 ",
